Value,Timestamp,MetricId,Unit,Description,Entity,IntervalSecs
34,11/20/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
35,11/19/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
41,11/18/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
30,11/17/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
27,11/16/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
28,11/15/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
31,11/14/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
38,11/13/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
37,11/12/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
31,11/11/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
35,11/10/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
34,11/9/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
54,11/8/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
5.38,1/1/17 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
4.91,12/31/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
4.61,12/30/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
5.16,12/29/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
4.51,12/28/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
4.35,12/27/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
4.33,12/26/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
4.8,12/25/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
4.95,12/24/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
4.25,12/23/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
4.06,12/22/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
4.3,12/21/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
4.18,12/20/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
4.35,12/19/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
4.36,12/18/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
4.2,12/17/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
4.16,12/16/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
4.3,12/15/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
3.98,12/14/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
3.94,12/13/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
4.23,12/12/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
3.92,12/11/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
4,12/10/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
3.68,12/9/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
3.75,12/8/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
3.65,12/7/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
3.7,12/6/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
3.55,12/5/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
3.71,12/4/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
3.55,12/3/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
3.38,12/2/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
3.68,12/1/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
3.41,11/30/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
3.26,11/29/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
3.03,11/28/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
2.99,11/27/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
3.09,11/26/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
2.9,11/25/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
2.82,11/24/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
2.74,11/23/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
2.65,11/22/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
2.69,11/21/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
2.58,11/20/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
2.51,11/19/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
2.55,11/18/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
2.32,11/17/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
2.17,11/16/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
2.07,11/15/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
2.04,11/14/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
2.1,11/13/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
1.84,11/12/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
1.66,11/11/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
1.57,11/10/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
3.35,11/9/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
22.32,11/8/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,php7_server,86400
2,1/1/17 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
2,12/31/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/30/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/29/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
0,12/28/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
0,12/27/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/26/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
2,12/25/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
3,12/24/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/23/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
0,12/22/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/21/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/20/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/19/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
2,12/18/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/17/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/16/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
2,12/15/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/14/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/13/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
2,12/12/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/11/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/10/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/9/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/8/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/7/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/6/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/5/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
2,12/4/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/3/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,12/2/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
2,12/1/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,11/30/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,11/29/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
0,11/28/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
0,11/27/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,11/26/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,11/25/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
0,11/24/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,11/23/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
0,11/22/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,11/21/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
6,11/20/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,11/19/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,11/18/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
0,11/17/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
0,11/16/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
1,11/15/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
2,11/14/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
4,11/13/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
4,11/12/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
2,11/11/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
2,11/10/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
21,11/9/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
118,11/8/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",php7_server,86400
0,1/1/17 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/31/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/30/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/29/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/28/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/27/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/26/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/25/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/24/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/23/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/22/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/21/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/20/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/19/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/18/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/17/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/16/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/15/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/14/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/13/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/12/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/11/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/10/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/9/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/8/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/7/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/6/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/5/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/4/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/3/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/2/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,12/1/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/30/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/29/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/28/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/27/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/26/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/25/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/24/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/23/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/22/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/21/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
1,11/20/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/19/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/18/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/17/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/16/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/15/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/14/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/13/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/12/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/11/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/10/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/9/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
0,11/8/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php7_server,86400
4656844,1/1/17 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
4570444,12/31/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
4484044,12/30/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
4397644,12/29/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
4311244,12/28/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
4224845,12/27/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
4138445,12/26/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
4052046,12/25/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
3965646,12/24/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
3879246,12/23/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
3792847,12/22/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
3706447,12/21/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
3620048,12/20/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
3533648,12/19/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
3447248,12/18/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
3360849,12/17/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
3274449,12/16/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
3188050,12/15/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
3101650,12/14/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
3015250,12/13/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
2928851,12/12/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
2842451,12/11/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
2756051,12/10/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
2669652,12/9/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
2583252,12/8/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
2496853,12/7/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
2410453,12/6/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
2324053,12/5/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
2237654,12/4/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
2151254,12/3/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
2064855,12/2/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
1978455,12/1/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
1892055,11/30/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
1805656,11/29/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
1719256,11/28/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
1632857,11/27/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
1546457,11/26/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
1460057,11/25/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
1373658,11/24/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
1287258,11/23/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
1200859,11/22/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
1114459,11/21/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
1028059,11/20/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
941660,11/19/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
855260,11/18/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
768861,11/17/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
682461,11/16/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
596062,11/15/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
509662,11/14/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
423262,11/13/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
336863,11/12/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
250463,11/11/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
164064,11/10/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
77664,11/9/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
2711,11/8/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php7_server,86400
